ID,主要技能名稱,課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資,開課時間,建議學習時間,學習時長,語言
693,tensorflow,Deep Learning with Keras and Tensorflow,4.4,1K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/building-deep-learning-models-with-tensorflow,Deep Learning with Keras and Tensorflow,"Convolutional Neural Networks, Unsupervised Learning, Computer Vision, Performance Tuning, Generative Adversarial Networks (GANs), Keras (Neural Network Library), Reinforcement Learning, Tensorflow, Model Evaluation, Recurrent Neural Networks (RNNs), Deep Learning, Transfer Learning, Autoencoders",,,Starts Feb 17,,,
694,tensorflow,Analyze and Build Deep Learning Models with TensorFlow,0,0 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/analyze-build-deep-learning-models-with-tensorflow,Analyze and Build Deep Learning Models with TensorFlow,,,,Starts Feb 17,,,
695,tensorflow,Advanced Computer Vision with TensorFlow,4.7,533 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/advanced-computer-vision-with-tensorflow,Advanced Computer Vision with TensorFlow,"Network Architecture, Deep Learning, Image Analysis, Tensorflow, Computer Vision, Keras (Neural Network Library), Transfer Learning, Classification Algorithms, Model Evaluation, Visualization (Computer Graphics), Convolutional Neural Networks",,,Starts Feb 17,,,
696,Tableau,Tableau Business Intelligence Analyst,4.7,1.1K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/tableau-business-intelligence-analyst,"Tableau Business Intelligence Analyst ","Data Management, Data Visualization Software, Business Analysis, Data Governance, Spatial Data Analysis, Data Warehousing, Business Metrics, Extract, Transform, Load, Data Presentation, Data Ethics, Tableau Software, Interactive Data Visualization, Requirements Elicitation, Exploratory Data Analysis, Data Analysis, Data Storytelling, Data Visualization, Data Preprocessing, Data Literacy",Introduction to Business Analytics | Business Analysis Process | Data Ecosystem | Introduction to Tableau | Data Visualization with Tableau | Advanced Data Visualization with Tableau | Data Analysis with Tableau | Communicating Data Insights with Tableau,,Starts Feb 17,P8M,P8M,en
697,Tableau,Introduction to Tableau,4.8,309 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-tableau,Introduction to Tableau,"Business Analytics, Data Visualization Software, Interactive Data Visualization, Tableau Software, Dashboard, Data Manipulation, Data Integration, Performance Tuning, Data Cleansing, Data Preprocessing, Business Intelligence",,,Starts Feb 17,,,
698,Tableau,Data Visualization with Tableau,4.5,8.3K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/data-visualization,Data Visualization with Tableau,"Proposal Development, Stakeholder Analysis, Data Visualization Software, Advanced Analytics, Storyboarding, Data Presentation, Data Ethics, Tableau Software, Pivot Tables And Charts, Interactive Data Visualization, Exploratory Data Analysis, Data Analysis, Visualization (Computer Graphics), Data Storytelling, Data Visualization, Design Elements And Principles, Data Mapping, Data Literacy",Fundamentals of Visualization with Tableau | Essential Design Principles for Tableau | Visual Analytics with Tableau | Creating Dashboards and Storytelling with Tableau | Data Visualization with Tableau Project,,Starts Feb 17,P1M,P1M,en
699,Tableau,Data Analysis with Tableau,4.4,104 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/data-analysis-with-tableau-public,Data Analysis with Tableau,"Trend Analysis, Data Visualization Software, Predictive Analytics, Correlation Analysis, Data Preprocessing, Statistical Analysis, Box Plots, Data Analysis, Data Manipulation, Exploratory Data Analysis, Descriptive Statistics, Scatter Plots, Analytics, Business Analytics, Regression Analysis, Histogram, Tableau Software",,,Starts Feb 17,,,
700,Tableau,Data Visualization with Tableau,4.7,143 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/data-visualization-with-tableau-public,Data Visualization with Tableau,"Data Manipulation, Heat Maps, Data Storytelling, Dashboard, Data Visualization, Interactive Data Visualization, Data Presentation, Data Visualization Software, Tree Maps, Geospatial Mapping, Business Analytics, Tableau Software, Data Mapping",,,Starts Feb 17,,,
701,Tableau,Data Visualization & Analytics in Tableau,4.8,9 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/data-visualization-analytics-tableau-university,Data Visualization & Analytics in Tableau,"Data Visualization Software, Advanced Analytics, Spatial Analysis, Forecasting, Marketing Analytics, Data Presentation, Data Manipulation, Tableau Software, Data Import/Export, Data Science, Geospatial Mapping, Interactive Data Visualization, Business Analytics, Analytics, Histogram, Data Analysis, Data Storytelling, Scatter Plots, Data Visualization",Fundamentals of Visualization & Design with Tableau | Essential Dashboarding & Storytelling Techniques | Advanced Visualizations using Tableau,,Starts Feb 17,P3M,P3M,en
702,Tableau,Fundamentals of Visualization with Tableau,4.5,6.8K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/data-visualization-tableau,Fundamentals of Visualization with Tableau,"Data Ethics, Data Literacy, Data Visualization Software, Visualization (Computer Graphics), Interactive Data Visualization, Tableau Software, Dashboard, Data Manipulation, Data Import/Export, Data Storytelling, Data Presentation, Data Visualization",,,Starts Feb 17,,,
703,Tableau,Advanced Tableau,4.6,30 reviews,Advanced · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/advanced-tableau,Advanced Tableau,"Data Visualization Software, Data Modeling, Performance Tuning, Database Design, Star Schema, Data Warehousing, Extract, Transform, Load, Data Presentation, Investment Banking, Tableau Software, Technical Analysis, Interactive Data Visualization, Market Data, Exploratory Data Analysis, Business Intelligence, Data Storytelling, Data Visualization, Data Transformation",Advanced Tableau - Table Calculations | Advanced Tableau - LOD Calculations | Advanced Tableau - Data Model | Tableau Trading Dashboard,,Starts Feb 17,P1M,P1M,en
704,Tableau,Tableau Data Analyst Certification Preparation,4.7,74 reviews,Advanced · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/tableau-data-analyst-certification-preparation,Tableau Data Analyst Certification Preparation,"Data Validation, Presentations, Data Visualization Software, Data Integration, Data Presentation, Data Manipulation, Tableau Software, Data Quality, Data Analysis Expressions (DAX), Data Cleansing, Interactive Data Visualization, Data Analysis, Business Intelligence, Data Storytelling, Data Visualization, Peer Review, Real Time Data, Data Transformation, Data Preprocessing",Getting Started with Tableau | Advanced Data Visualization with Tableau | Mastering Advanced Data and Analytics Features in Tableau | Tableau Capstone Project  | Practice Exam for Tableau Certified Data Analyst,,Starts Feb 17,P4M,P4M,en
705,Tableau,Tableau Public for Beginners: Data Visualization Basics,3.8,9 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/tableau-public-for-beginners-data-visualization-basics,Tableau Public for Beginners: Data Visualization Basics,,,,,,,en
706,Tableau,Advanced Data Visualization with Tableau,4.9,105 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/advanced-data-visualization-with-tableau-public,Advanced Data Visualization with Tableau,"Tableau Software, Geospatial Information and Technology, Stakeholder Communications, Spatial Data Analysis, Geospatial Mapping, Statistical Visualization, Business Reporting, Business Analytics, Data Storytelling, Data Presentation, Data Analysis, Interactive Data Visualization, Data Visualization Software",,,Starts Feb 17,,,
707,Tableau,"Python, SQL, Tableau for Data Science",3.8,23 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/python-sql-tableau-data-science,"Python, SQL, Tableau for Data Science","Matplotlib, A/B Testing, Data Visualization Software, SQL, Database Design, Data Presentation, Database Management, Unsupervised Learning, Tableau Software, Interactive Data Visualization, Feature Engineering, Machine Learning, Exploratory Data Analysis, Data Analysis, Data Storytelling, Data Visualization","SQL for Data Science  (and Version Control with GitHub) | Python for Data Science (and Version Control with GitHub) | Data Visualization with Tableau and Microsoft Excel | Advanced Data Science Techniques (with AWS Integration) | Building a Real-World Data Science Solution ",,Starts Feb 17,P5M,P5M,en
708,ETL,"ETL and Data Pipelines with Shell, Airflow and Kafka",4.5,448 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/etl-and-data-pipelines-shell-airflow-kafka,"ETL and Data Pipelines with Shell, Airflow and Kafka","Data Migration, Performance Tuning, Web Scraping, Shell Script, Data Transformation, Big Data, Extract, Transform, Load, Data Pipelines, Data Warehousing, Scalability, Data Mart, Apache Airflow, Unix Shell, Data Processing, Data Integration, Apache Kafka",,,Starts Feb 17,,,
709,ETL,"BI Foundations with SQL, ETL and Data Warehousing",4.6,25K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/bi-foundations-sql-etl-data-warehouse,"BI Foundations with SQL, ETL and Data Warehousing","Star Schema, Data Warehousing, Extract, Transform, Load, Databases, Stored Procedure, Data Pipelines, Interactive Data Visualization, Business Intelligence, IBM Cognos Analytics, Linux Commands, Data Visualization, File Management, SQL","Hands-on Introduction to Linux Commands and Shell Scripting | Databases and SQL for Data Science with Python | ETL and Data Pipelines with Shell, Airflow and Kafka | Data Warehouse Fundamentals | BI Dashboards with IBM Cognos Analytics and Google Looker",,Starts Feb 17,P2M,P2M,en
710,ETL,"Extract, Transform and Load Data in Power BI",4.6,1K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/extract-transform-and-load-data-in-power-bi,"Extract, Transform and Load Data in Power BI","Data Analysis, Data Transformation, Data Quality, Data Cleansing, Power BI, Extract, Transform, Load, Data Manipulation, Data Validation, Data Integrity, Data Import/Export, Data Integration, Data Storage Technologies, Data Storage",,,Starts Feb 17,,,
711,ETL,Data Warehouse Fundamentals,4.5,253 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/data-warehouse-fundamentals,Data Warehouse Fundamentals,"IBM DB2, Extract, Transform, Load, Database Systems, Data Lakes, Query Languages, Data Modeling, Data Integration, Data Mart, Data Architecture, Data Warehousing, Data Cleansing, Data Quality, Data Validation, Database Design, Star Schema, PostgreSQL, Snowflake Schema, SQL",,,Starts Feb 17,,,
712,ETL,IBM Data Engineering,4.6,62K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-data-engineer,IBM Data Engineering,"Professional Networking, SQL, Database Design, Database Administration, Data Warehousing, Extract, Transform, Load, Web Scraping, Data Store, Data Import/Export, Data Science, Data Analysis, IBM Cognos Analytics, Linux Commands","Introduction to Data Engineering | Python for Data Science, AI & Development | Python Project for Data Engineering | Introduction to Relational Databases (RDBMS) | Databases and SQL for Data Science with Python | Hands-on Introduction to Linux Commands and Shell Scripting | Relational Database Administration (DBA) | ETL and Data Pipelines with Shell, Airflow and Kafka | Data Warehouse Fundamentals | BI Dashboards with IBM Cognos Analytics and Google Looker | Introduction to NoSQL Databases | Introduction to Big Data with Spark and Hadoop | Machine Learning with Apache Spark | Data Engineering Capstone Project | Generative AI: Elevate your Data Engineering Career  | Data Engineering Career Guide and Interview Preparation",,Starts Feb 17,P6M,P6M,en
713,ETL,The Path to Insights: Data Models and Pipelines,4.7,709 reviews,Advanced · Course · 1 - 4 Weeks,https://www.coursera.org/learn/the-path-to-insights-data-models-and-pipelines,The Path to Insights: Data Models and Pipelines,"Database Design, Data Mart, Data Management, Process Optimization, Performance Testing, Data Transformation, Data Quality, Extract, Transform, Load, Data Pipelines, Data Warehousing, Data Modeling, Database Management, Business Intelligence",,,Starts Feb 17,,,
714,ETL,Introduction to Data Engineering,4.7,3.6K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-data-engineering,Introduction to Data Engineering,"Data Pipelines, Data Science, Data Architecture, Databases, Data Governance, SQL, Data Security, Apache Spark, NoSQL, Big Data, Apache Hadoop, Data Lakes, Data Store, Data Warehousing, Extract, Transform, Load, Relational Databases",,,Starts Feb 17,,,
